Season,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,wRC+,BsR,Off,Def,WAR
2003,Padres,2239,6246,128,678,641,76,9.00%,17.20%,0.127,0.301,0.261,0.333,0.388,0.318,95,0.1,-40.3,60.8,22.1
1999,Dodgers,2104,6338,187,793,761,167,9.40%,16.30%,0.154,0.294,0.266,0.339,0.42,0.334,97,2.7,-21.9,48.2,22.1
1980,Tigers,1830,6444,143,830,767,75,10.00%,13.10%,0.136,0.297,0.273,0.348,0.409,0.341,107,-12.9,39.1,-43.5,22.1
1998,Blue Jays,1875,6323,221,816,776,184,8.90%,17.90%,0.182,0.295,0.266,0.34,0.448,0.343,102,1.6,20.6,-13.7,22.1
1991,Red Sox,1731,6259,126,731,691,59,9.50%,13.10%,0.133,0.293,0.269,0.34,0.401,0.333,100,-3.8,-1,13.6,22.1
1976,Athletics,1813,6107,113,686,625,341,9.70%,13.40%,0.115,0.269,0.246,0.323,0.361,0.318,104,21.4,49.2,-37.7,22
1997,Marlins,2179,6300,136,740,703,115,10.90%,17.00%,0.135,0.298,0.259,0.346,0.395,0.329,99,-1.5,-12,35,21.9
1989,Blue Jays,1722,6216,142,731,685,144,8.40%,14.80%,0.138,0.286,0.26,0.323,0.398,0.325,102,3.8,20.2,-18.7,21.9
2013,Diamondbacks,2003,6334,130,685,647,62,8.20%,18.00%,0.133,0.301,0.259,0.323,0.391,0.314,93,-10.5,-62.9,78,21.9
1996,Twins,1769,6403,118,877,812,143,9.00%,15.00%,0.137,0.325,0.288,0.357,0.425,0.344,97,3.1,-25.2,12.8,21.9
2002,Braves,2201,6224,164,708,669,76,9.00%,16.50%,0.15,0.29,0.26,0.331,0.409,0.322,94,2.5,-47.5,66.4,21.9
1995,Yankees,1519,5699,122,749,709,50,11.00%,14.90%,0.144,0.308,0.276,0.357,0.42,0.345,106,-4.6,39.4,-9.3,21.9
2002,White Sox,1922,6208,217,856,819,75,8.90%,15.30%,0.181,0.287,0.268,0.338,0.449,0.342,105,-6.6,34.7,-28.7,21.9
1989,Orioles,1725,6173,129,708,659,118,9.60%,15.50%,0.127,0.282,0.252,0.326,0.379,0.319,101,-0.3,6.9,-3.6,21.9
1984,Astros,2112,6186,79,692,638,105,8.00%,13.50%,0.107,0.296,0.264,0.323,0.371,0.311,99,-3.5,-11.9,15.8,21.9
2006,Tigers,1882,6198,203,822,785,60,6.90%,18.30%,0.174,0.31,0.274,0.329,0.449,0.334,99,1.6,-9,23.4,21.9
1978,Rangers,1764,6141,132,692,650,196,10.20%,12.70%,0.128,0.272,0.253,0.332,0.381,0.324,101,5.1,10.3,-2.3,21.8
1985,Angels,1836,6263,153,732,685,106,10.30%,14.40%,0.135,0.274,0.251,0.333,0.386,0.322,99,-1.1,-9.3,16.5,21.8
1989,Pirates,2211,6261,95,637,584,155,9.00%,14.60%,0.118,0.27,0.241,0.311,0.359,0.3,92,2,-51.5,63.4,21.8
2004,Orioles,1902,6431,169,842,803,101,8.20%,14.80%,0.15,0.309,0.281,0.345,0.432,0.337,103,3.7,29.2,-25.2,21.8
2001,Twins,1791,6185,164,771,717,146,8.00%,17.50%,0.161,0.31,0.272,0.337,0.433,0.332,99,-0.2,-5.2,13,21.8
1992,Expos,2182,6112,102,648,601,196,7.60%,15.90%,0.118,0.287,0.253,0.313,0.37,0.309,94,13.6,-23.8,36.9,21.8
2013,Indians,1793,6165,171,745,711,117,9.10%,20.80%,0.155,0.3,0.255,0.327,0.41,0.324,107,7.2,56.7,-59,21.8
2010,Blue Jays,1889,6072,257,755,732,58,7.80%,19.20%,0.206,0.269,0.248,0.312,0.454,0.334,105,-11.4,26,-20.8,21.7
2010,Rangers,1925,6302,162,787,740,123,8.10%,15.60%,0.143,0.307,0.276,0.338,0.419,0.333,98,8.2,-3.4,0.9,21.7
2013,Rangers,1850,6196,176,730,691,149,7.50%,17.20%,0.15,0.294,0.262,0.323,0.412,0.323,97,1,-22.2,18.3,21.7
1998,Cubs,2283,6394,212,831,788,65,9.40%,19.10%,0.169,0.302,0.264,0.337,0.433,0.336,100,-6.2,-5.1,26,21.7
1996,Cubs,2332,6229,175,772,725,108,8.40%,17.50%,0.15,0.281,0.251,0.32,0.401,0.316,88,-2.3,-99.3,130.6,21.7
1975,Twins,1925,6225,121,724,669,81,9.00%,12.00%,0.115,0.293,0.271,0.341,0.386,0.332,103,-1.3,22.3,-17.6,21.7
1987,Yankees,1773,6218,196,788,749,105,9.70%,15.20%,0.156,0.284,0.262,0.336,0.418,0.331,101,0.1,4.5,3,21.7
1997,Angels,1878,6387,161,829,775,126,9.70%,14.90%,0.144,0.3,0.272,0.346,0.416,0.336,100,-5.4,-8.6,4.6,21.6
1984,Yankees,1749,6356,130,758,725,62,8.40%,10.60%,0.129,0.291,0.276,0.339,0.404,0.333,108,-3.1,58.7,-56.5,21.6
1994,Reds,1585,4512,124,609,569,119,8.60%,16.40%,0.164,0.32,0.286,0.35,0.449,0.346,107,1.4,40.3,31.8,21.6
1974,Yankees,1825,6182,101,671,637,53,8.30%,11.20%,0.106,0.281,0.263,0.324,0.368,0.317,101,-1.5,3,3.1,21.6
1986,Red Sox,1722,6255,144,794,752,41,9.50%,11.30%,0.144,0.286,0.271,0.346,0.415,0.338,103,-5.9,20.2,-18.6,21.6
2008,Braves,2273,6368,130,753,721,58,9.70%,16.10%,0.138,0.309,0.27,0.345,0.408,0.332,99,-3.9,-10.6,18.2,21.6
2010,Braves,2113,6252,139,738,699,63,10.10%,18.20%,0.143,0.301,0.258,0.339,0.401,0.327,100,-3.9,-4.7,15.7,21.6
2009,Twins,1878,6346,172,817,770,85,9.20%,16.10%,0.155,0.306,0.274,0.345,0.429,0.338,104,20.4,47.9,-49.1,21.5
1976,Mets,1977,6130,102,615,560,66,9.20%,13.00%,0.106,0.271,0.246,0.319,0.352,0.311,95,-9.9,-44.3,44.2,21.5
2005,Cubs,2106,6161,194,703,674,65,6.80%,14.90%,0.17,0.291,0.27,0.324,0.44,0.329,95,-3.2,-44.9,59.4,21.4
2002,Rangers,1950,6332,230,843,806,62,8.70%,16.70%,0.187,0.292,0.269,0.338,0.455,0.343,103,4,27.1,-30.9,21.3
1987,Red Sox,1657,6359,174,842,802,77,9.50%,13.00%,0.152,0.297,0.278,0.352,0.43,0.342,105,-6.6,32.4,-32.8,21.3
1990,Phillies,2211,6245,103,646,619,108,9.30%,14.70%,0.108,0.287,0.255,0.327,0.363,0.31,89,5.3,-76,64.2,21.3
2010,Diamondbacks,2024,6183,180,713,691,86,9.50%,24.70%,0.166,0.312,0.25,0.325,0.416,0.325,93,-13,-67.5,78,21.3
1985,Athletics,1796,6215,155,757,690,117,8.20%,13.90%,0.137,0.286,0.264,0.325,0.401,0.323,104,-1.7,29.1,-28.1,21.3
1984,Cubs,2175,6143,136,762,703,154,9.20%,15.70%,0.136,0.292,0.26,0.331,0.397,0.325,97,4.4,-18.9,18.1,21.3
1988,Padres,2010,6031,94,594,566,123,8.20%,14.80%,0.104,0.278,0.247,0.311,0.351,0.298,91,1,-55.7,69.4,21.3
2012,Rays,2056,6105,175,697,665,134,9.40%,21.70%,0.155,0.284,0.24,0.317,0.394,0.311,100,3.3,1.7,1.9,21.2
2001,Marlins,2034,6184,166,742,713,89,7.60%,18.50%,0.159,0.303,0.264,0.326,0.423,0.323,95,0.1,-38.4,52.7,21.2
2004,Tigers,1846,6285,201,827,800,86,8.20%,18.20%,0.177,0.308,0.272,0.337,0.449,0.339,106,-1.9,43.8,-41.6,21.2
2006,Dodgers,2224,6394,153,820,787,128,9.40%,15.00%,0.157,0.307,0.276,0.348,0.432,0.337,101,-2.8,5.3,-2.6,21.2
2011,Dodgers,2074,6094,117,644,613,126,8.20%,17.80%,0.118,0.299,0.257,0.322,0.375,0.307,95,5.5,-29.4,39.6,21.1
1984,Athletics,2029,6161,158,738,697,145,9.20%,14.10%,0.145,0.279,0.259,0.327,0.404,0.328,107,3.4,52.3,-47.8,21.1
1987,Reds,2241,6196,192,783,747,169,8.30%,15.00%,0.161,0.287,0.266,0.33,0.427,0.329,95,11.8,-26.2,27,21.1
1984,Royals,1836,6065,117,673,639,106,6.60%,13.70%,0.131,0.295,0.268,0.317,0.399,0.319,97,-4.4,-29.2,41.8,21.1
1990,Orioles,1735,6223,132,669,623,94,10.60%,15.50%,0.125,0.275,0.245,0.33,0.37,0.317,99,-3.8,-10.3,18,21.1
1995,White Sox,1570,5770,146,755,712,110,10.00%,13.30%,0.151,0.302,0.28,0.354,0.431,0.345,107,3.5,55.3,-35.5,21
1993,Mariners,1784,6288,161,734,681,91,9.90%,14.30%,0.146,0.283,0.26,0.339,0.406,0.33,99,-8.7,-17.3,28,21
2001,Braves,2133,6147,174,728,696,85,8.00%,16.80%,0.152,0.29,0.261,0.324,0.412,0.317,90,-3.3,-87.5,99.8,21
2012,Padres,2107,6112,121,651,610,155,8.80%,20.30%,0.133,0.297,0.247,0.319,0.38,0.307,97,5.5,-16.7,24.5,21
1977,Expos,2134,6282,138,665,622,88,7.60%,14.00%,0.142,0.284,0.26,0.318,0.402,0.317,92,1.5,-58.8,61.7,21
2005,Rangers,1787,6301,260,865,834,67,7.90%,17.60%,0.201,0.29,0.267,0.329,0.468,0.344,106,5.2,48.1,-54.3,21
1992,Astros,2329,6160,96,607,582,139,8.20%,16.60%,0.113,0.285,0.246,0.313,0.359,0.305,94,5.7,-34.5,38.6,20.9
1980,Padres,2265,6255,67,591,546,239,9.00%,12.60%,0.087,0.285,0.255,0.324,0.342,0.302,92,18.1,-35.2,39.6,20.9
1986,Phillies,2119,6229,154,739,696,153,9.50%,18.50%,0.147,0.292,0.253,0.327,0.4,0.321,97,6.5,-20.2,20,20.9
1994,Orioles,1127,4386,139,589,557,69,10.00%,14.90%,0.166,0.293,0.272,0.349,0.438,0.345,102,8.2,22.2,41.4,20.8
2006,Indians,1720,6303,196,870,839,55,8.80%,19.10%,0.177,0.324,0.28,0.349,0.457,0.347,108,-4.4,61.2,-61.4,20.8
1995,Cubs,1996,5543,158,693,648,105,7.90%,17.20%,0.165,0.298,0.265,0.327,0.43,0.331,96,3.6,-26.7,51.3,20.8
2007,Cubs,2208,6268,151,752,711,86,8.00%,16.80%,0.15,0.308,0.271,0.333,0.422,0.329,90,-7.3,-90.4,96.7,20.8
1980,Pirates,2085,6118,116,666,625,209,7.40%,12.40%,0.122,0.288,0.266,0.322,0.389,0.316,92,0.8,-51.8,60.7,20.8
1987,Athletics,1786,6238,199,806,761,140,9.50%,16.90%,0.168,0.286,0.26,0.333,0.428,0.332,105,-1.4,40.5,-42.8,20.7
1988,Yankees,1739,6296,148,772,713,146,9.30%,14.80%,0.132,0.29,0.263,0.333,0.395,0.327,104,9.4,39.6,-54.5,20.7
1985,Reds,2182,6145,114,677,634,159,9.40%,13.90%,0.121,0.282,0.255,0.327,0.376,0.313,92,2,-51.7,51.2,20.7
1996,Marlins,2252,6194,150,688,650,99,8.90%,18.10%,0.136,0.296,0.257,0.329,0.393,0.318,92,-2.4,-67,91.2,20.7
1990,Mariners,1824,6207,107,640,610,105,9.60%,12.10%,0.114,0.281,0.259,0.333,0.373,0.32,97,-1.7,-26.5,31.2,20.7
2000,Yankees,2061,6311,205,871,833,99,10.00%,16.00%,0.173,0.304,0.277,0.354,0.45,0.35,105,-1.5,37.1,-39.5,20.6
2005,Tigers,1770,6136,168,723,678,66,6.30%,16.90%,0.157,0.304,0.272,0.321,0.428,0.324,99,0.8,-9.8,5.9,20.6
1986,Pirates,2260,6164,111,663,618,152,9.20%,15.10%,0.123,0.281,0.25,0.321,0.374,0.31,91,-3.8,-65.3,66.5,20.6
2001,Cubs,2271,6219,194,777,748,67,9.30%,17.30%,0.169,0.29,0.261,0.336,0.43,0.329,98,-2.6,-21.8,29.3,20.6
1994,Expos,1576,4514,108,585,542,137,8.40%,14.80%,0.158,0.307,0.278,0.343,0.435,0.339,99,11.7,5.9,54.2,20.6
2000,Blue Jays,1871,6326,244,861,826,89,8.30%,16.20%,0.194,0.297,0.275,0.341,0.469,0.35,101,2.9,9.4,-15.1,20.6
2007,Indians,1899,6367,178,811,784,72,9.30%,18.90%,0.159,0.31,0.268,0.343,0.428,0.336,104,-11.9,19.7,-29.6,20.6
1974,Expos,2160,6190,86,662,610,124,10.50%,13.10%,0.097,0.282,0.254,0.335,0.35,0.317,90,7.4,-63.1,62.4,20.5
1986,Indians,1714,6288,157,831,775,141,7.30%,15.00%,0.146,0.315,0.284,0.337,0.43,0.339,106,6.1,53,-64.4,20.5
1991,Cardinals,2150,6020,68,651,599,202,8.80%,14.20%,0.102,0.289,0.255,0.322,0.357,0.307,92,-3.2,-55.1,58.4,20.5
1992,Reds,2191,6162,99,660,606,125,9.10%,14.40%,0.122,0.291,0.26,0.328,0.382,0.319,98,-1.4,-13.3,10.5,20.5
1989,Rangers,1841,6099,122,695,654,101,8.20%,16.20%,0.132,0.299,0.263,0.326,0.394,0.326,102,-1.3,12.7,-21.5,20.5
2012,Diamondbacks,1985,6150,165,734,710,93,8.80%,20.60%,0.159,0.307,0.259,0.328,0.418,0.323,96,-7.2,-34.8,36,20.4
1990,Cardinals,2201,6127,73,599,554,221,8.40%,13.80%,0.102,0.288,0.256,0.32,0.358,0.306,86,12.6,-88,72.6,20.4
1985,Padres,2088,6149,109,650,611,60,8.30%,13.20%,0.113,0.281,0.255,0.32,0.369,0.307,93,-5.4,-54.9,51.5,20.4
1989,Cubs,2172,6141,124,702,653,136,7.70%,15.00%,0.126,0.291,0.261,0.319,0.387,0.316,95,2.7,-30.3,29.8,20.4
2003,Pirates,2145,6315,163,753,711,86,8.40%,16.60%,0.153,0.302,0.267,0.338,0.42,0.331,97,0.2,-28.5,29.2,20.4
1987,Padres,2200,6177,113,668,621,198,9.30%,16.10%,0.118,0.298,0.26,0.332,0.378,0.312,89,-1.8,-84.3,77.2,20.4
1981,Cardinals,1408,4011,50,464,431,88,9.40%,12.30%,0.113,0.293,0.265,0.336,0.377,0.325,101,1.1,4.4,54.5,20.4
1991,Padres,2160,6048,121,636,591,101,8.30%,17.60%,0.118,0.282,0.244,0.31,0.363,0.302,87,-5.3,-96.6,99.7,20.3
1996,Padres,2178,6417,147,771,718,109,9.40%,15.80%,0.137,0.297,0.265,0.338,0.402,0.326,101,-4.5,0.4,17.4,20.3
1974,Rangers,1715,6123,99,690,643,113,8.30%,11.60%,0.105,0.295,0.272,0.336,0.377,0.328,107,-6.6,39.9,-48,20.3
1990,Reds,2144,6162,125,693,644,166,7.60%,14.80%,0.134,0.296,0.265,0.325,0.399,0.322,94,4.9,-38.1,17,20.3
1981,Athletics,1192,4113,104,458,430,98,8.30%,15.70%,0.131,0.272,0.247,0.312,0.379,0.315,104,2.3,19.8,46.3,20.3
2011,Royals,1804,6267,129,730,705,153,7.10%,16.10%,0.14,0.311,0.275,0.329,0.415,0.325,101,-0.4,3.4,-13.7,20.2
2004,Athletics,1798,6459,189,793,752,47,9.40%,16.40%,0.163,0.3,0.27,0.343,0.433,0.337,102,-9.7,6.8,-20,20.2
1986,Rangers,1799,6148,184,771,725,103,8.30%,17.70%,0.16,0.301,0.267,0.331,0.428,0.336,103,-14,11.4,-19.3,20.2
2012,Phillies,1917,6172,158,684,659,116,7.40%,17.70%,0.144,0.29,0.255,0.317,0.4,0.311,92,3.7,-53.7,52,20.2
2008,Marlins,2243,6206,208,770,741,76,8.70%,22.10%,0.179,0.3,0.254,0.326,0.433,0.33,96,-1.1,-34.2,33.5,20.2
2005,Angels,1979,6186,147,761,726,161,7.20%,13.70%,0.139,0.294,0.27,0.325,0.409,0.319,96,7.2,-26.8,17,20.2
2003,Rangers,1831,6293,239,826,799,65,7.80%,16.70%,0.188,0.287,0.266,0.33,0.454,0.338,99,6.3,-3.4,-9.5,20.2
2005,Brewers,2005,6156,175,726,689,79,8.60%,18.90%,0.163,0.298,0.259,0.331,0.423,0.327,95,4.7,-34.5,37.3,20.2
2011,Phillies,1923,6279,153,713,693,96,8.60%,16.30%,0.142,0.283,0.253,0.323,0.395,0.315,96,-0.8,-33.8,28.9,20.2
2005,Devil Rays,1881,6120,157,750,717,151,6.70%,16.20%,0.151,0.306,0.274,0.329,0.425,0.327,101,3.7,8.3,-16.4,20.2
1997,Cardinals,2187,6212,144,689,654,164,8.70%,19.20%,0.141,0.299,0.255,0.324,0.396,0.317,87,7.4,-92.7,98.6,20.1
1993,Rangers,1759,6166,181,835,780,113,7.80%,16.00%,0.164,0.293,0.267,0.329,0.431,0.334,103,-4,17.2,-12,20.1
2007,Marlins,2278,6344,201,790,749,105,8.20%,21.00%,0.181,0.315,0.267,0.336,0.448,0.34,101,-2.3,3.2,-6.3,20.1
2003,Angels,1890,6119,150,736,687,129,7.80%,13.70%,0.144,0.291,0.268,0.33,0.413,0.323,96,-7,-35.1,27.1,20.1
2012,Athletics,1824,6183,195,713,676,122,8.90%,22.40%,0.166,0.281,0.238,0.31,0.404,0.311,98,12.2,-4.7,-5.3,20.1
1989,Twins,1881,6207,117,740,691,111,7.70%,12.00%,0.125,0.298,0.276,0.334,0.402,0.331,104,-1,26,-44,20
1984,Twins,1688,6106,114,673,636,39,7.20%,12.00%,0.12,0.285,0.265,0.318,0.385,0.314,89,-4.5,-83.9,87.1,20
1988,Dodgers,2228,6045,99,628,587,131,7.20%,15.70%,0.104,0.281,0.248,0.305,0.352,0.294,92,4.3,-50,50.2,20
1984,Cardinals,2221,6091,75,652,610,220,8.50%,15.20%,0.099,0.289,0.252,0.317,0.351,0.302,89,15.6,-61,51.5,19.9
1995,Orioles,1566,5531,173,704,668,92,10.40%,14.50%,0.166,0.28,0.262,0.342,0.428,0.34,99,-2.6,-9.6,23.8,19.9
2009,Mariners,1803,6113,160,640,613,89,6.90%,17.90%,0.144,0.293,0.258,0.314,0.402,0.313,89,-2.1,-84.6,75.2,19.9
1983,Athletics,1942,6188,121,708,662,235,8.50%,14.10%,0.119,0.289,0.262,0.326,0.381,0.317,99,7.2,2.7,-14.3,19.9
2002,Marlins,2216,6263,146,699,652,177,9.50%,18.00%,0.142,0.301,0.261,0.337,0.403,0.323,97,8.9,-11.3,8.7,19.9
2010,Athletics,1833,6117,109,663,619,156,8.60%,17.30%,0.122,0.297,0.256,0.324,0.378,0.313,95,17.4,-21,6.9,19.9
1997,Rockies,2232,6338,239,923,869,137,8.90%,16.70%,0.19,0.316,0.288,0.357,0.478,0.363,95,-0.1,-43.3,43.5,19.9
2006,Marlins,2151,6191,182,758,713,110,8.00%,20.20%,0.171,0.309,0.264,0.331,0.435,0.329,96,6.9,-23.9,20,19.8
2005,Padres,2253,6271,130,684,655,99,9.60%,15.60%,0.134,0.289,0.257,0.333,0.391,0.318,98,-2.6,-22,17.7,19.8
1997,Dodgers,2154,6199,174,742,702,131,8.00%,17.40%,0.15,0.304,0.269,0.33,0.419,0.328,100,-1,0.5,4.4,19.8
1991,Blue Jays,1753,6167,133,684,649,148,8.10%,16.90%,0.143,0.292,0.257,0.322,0.4,0.322,98,8.5,-9.7,3,19.8
1978,Twins,1812,6326,82,666,621,99,9.50%,10.80%,0.108,0.289,0.267,0.339,0.375,0.325,100,-0.9,-2.3,-15.5,19.8
1983,Dodgers,2238,6130,146,654,613,166,8.80%,15.10%,0.129,0.275,0.25,0.318,0.379,0.312,96,2.2,-25.8,16.3,19.8
1974,Twins,1878,6304,111,673,632,74,8.20%,12.50%,0.106,0.297,0.272,0.336,0.378,0.328,104,-1,23.5,-41.8,19.7
2000,Tigers,1938,6343,177,823,785,83,8.90%,15.50%,0.163,0.303,0.275,0.343,0.438,0.341,100,-0.1,-0.3,-15.3,19.7
1989,Astros,2210,6200,97,647,598,144,8.50%,13.90%,0.106,0.265,0.239,0.306,0.345,0.295,90,2.4,-62.7,56.3,19.7
1994,Indians,1188,4492,167,679,647,131,8.50%,14.00%,0.194,0.306,0.289,0.351,0.484,0.359,111,5.1,70.7,-19.8,19.7
2009,Braves,2146,6335,149,735,700,58,9.50%,16.80%,0.142,0.3,0.263,0.339,0.405,0.327,97,-12.8,-36.8,29.4,19.7
1999,Athletics,1928,6442,235,893,845,70,12.00%,17.50%,0.187,0.285,0.259,0.355,0.446,0.351,106,-2.6,52.4,-67.3,19.7
1979,Yankees,1762,6061,150,734,694,65,8.40%,9.70%,0.139,0.273,0.266,0.328,0.406,0.326,99,-3.7,-10.2,2.8,19.7
1987,Phillies,2289,6190,169,702,662,111,9.50%,17.90%,0.157,0.288,0.254,0.327,0.41,0.322,91,-1.1,-72.8,57.9,19.6
1995,Marlins,1892,5569,144,673,636,131,9.30%,16.40%,0.144,0.293,0.262,0.335,0.406,0.328,95,1.7,-30.6,41.3,19.5
1992,Brewers,1644,6183,82,740,683,256,8.30%,12.60%,0.107,0.296,0.268,0.33,0.375,0.319,98,5.7,-6.2,-5.9,19.5
2013,Nationals,1886,6047,161,656,621,88,7.70%,19.70%,0.146,0.292,0.251,0.313,0.398,0.311,95,1.1,-31.7,32.9,19.5
1991,Dodgers,2228,6158,108,665,605,126,9.50%,15.50%,0.106,0.287,0.253,0.326,0.359,0.31,97,-1.9,-22.7,9.4,19.5
1985,Twins,1804,6128,141,705,678,68,8.20%,12.70%,0.143,0.283,0.264,0.326,0.407,0.325,97,-5.8,-30.7,19.7,19.5
1984,Mets,2135,6066,107,652,607,149,8.20%,16.50%,0.111,0.295,0.257,0.32,0.369,0.308,95,8.1,-26.5,10.8,19.4
1996,Brewers,1803,6434,178,894,845,101,9.70%,15.30%,0.162,0.308,0.279,0.353,0.441,0.348,97,-3.1,-25.8,-13.2,19.4
1974,Braves,2078,6279,120,661,599,72,9.10%,12.30%,0.115,0.268,0.249,0.319,0.363,0.312,85,-1.2,-108.9,96.7,19.3
1993,Pirates,2160,6269,110,707,664,92,8.60%,15.50%,0.126,0.304,0.267,0.335,0.393,0.324,95,-3.1,-46,17.4,19.3
1987,Angels,1765,6301,172,770,709,125,9.40%,14.70%,0.148,0.274,0.252,0.326,0.401,0.319,95,3.7,-39.1,19.4,19.3
2006,Mariners,1827,6213,172,756,703,106,6.50%,15.70%,0.153,0.3,0.272,0.325,0.424,0.322,95,2.1,-39.5,26.5,19.3
2006,Nationals,2406,6283,164,746,695,123,9.50%,18.40%,0.156,0.301,0.262,0.338,0.418,0.327,96,-1.6,-32.2,18.8,19.2
2009,Marlins,2145,6312,159,772,727,75,9.00%,19.40%,0.148,0.316,0.268,0.34,0.416,0.332,97,-4.4,-25.5,14.4,19.2
1976,Cardinals,2156,6182,63,629,584,123,8.30%,13.90%,0.099,0.295,0.26,0.323,0.359,0.313,93,2.6,-49,25.6,19.2
2005,Orioles,1850,6134,189,729,700,83,7.30%,14.70%,0.165,0.289,0.269,0.327,0.434,0.33,101,-8.2,0.7,-18.7,19.2
2006,Astros,2010,6326,174,735,708,79,9.20%,17.00%,0.154,0.286,0.255,0.332,0.409,0.322,90,-1.7,-89.8,74.7,19.2
1979,Tigers,1755,6081,164,770,729,176,9.50%,13.40%,0.146,0.288,0.269,0.339,0.415,0.337,101,2.3,9.1,-22.4,19.2
1981,Tigers,1235,4109,65,427,403,61,9.80%,12.20%,0.111,0.279,0.256,0.331,0.368,0.32,102,-1.4,9.3,47.3,19.2
1992,Indians,1723,6201,127,674,637,144,7.20%,14.30%,0.117,0.294,0.266,0.323,0.383,0.319,98,1.6,-15.1,-0.6,19.2
1979,White Sox,1812,6056,127,730,680,97,7.50%,11.00%,0.135,0.292,0.275,0.333,0.41,0.331,100,-3.8,-2.9,-9.6,19.2
1990,Rangers,2033,6177,110,676,641,115,9.30%,17.10%,0.117,0.3,0.259,0.331,0.376,0.319,98,1.5,-9.4,-1.8,19.1
1990,White Sox,1768,6038,106,682,637,140,7.90%,15.00%,0.122,0.29,0.258,0.32,0.379,0.314,94,-9.8,-49.7,45.3,19.1
1977,Cardinals,2228,6136,96,737,686,134,8.00%,13.40%,0.118,0.301,0.27,0.33,0.388,0.318,91,-14.2,-80.3,68.7,19
1999,Royals,1865,6325,151,856,800,127,8.50%,14.70%,0.151,0.312,0.282,0.348,0.433,0.342,94,7.9,-40.4,16.7,19
2006,Reds,1985,6296,217,749,718,124,9.80%,18.90%,0.175,0.29,0.257,0.336,0.432,0.332,94,5.6,-47.3,31.1,19
1996,Giants,2285,6316,153,752,707,113,9.70%,18.80%,0.135,0.295,0.253,0.331,0.388,0.317,92,-2.8,-67.8,71.7,19
1975,Indians,1750,6059,153,688,643,106,8.70%,11.00%,0.131,0.272,0.261,0.327,0.392,0.329,104,-12.2,13.5,-29.5,19
1977,White Sox,1705,6321,192,844,809,42,8.80%,10.50%,0.166,0.284,0.278,0.344,0.444,0.346,112,-4.2,87.1,-116.7,19
1986,Cardinals,2118,6122,58,601,550,262,9.30%,14.80%,0.09,0.272,0.236,0.309,0.327,0.286,76,20.6,-151.7,141,19
1985,Expos,2217,6053,118,633,593,169,8.10%,14.50%,0.128,0.273,0.247,0.31,0.375,0.303,92,1.4,-56.4,42.2,19
2012,Tigers,1851,6119,163,726,698,59,8.40%,18.00%,0.154,0.307,0.268,0.335,0.422,0.328,105,-10.3,21.6,-40.4,18.9
2003,Blue Jays,1882,6364,190,894,853,37,8.60%,17.00%,0.175,0.313,0.279,0.349,0.455,0.347,108,-2.2,60.1,-88.5,18.9
1982,Phillies,2118,6092,112,664,622,127,8.30%,13.60%,0.116,0.287,0.26,0.323,0.376,0.312,93,-4.5,-51,28.2,18.9
2011,Mets,2002,6335,108,718,676,130,9.00%,17.10%,0.127,0.307,0.264,0.335,0.391,0.319,102,7.5,21.4,-39.9,18.9
2009,Rockies,2025,6241,190,804,760,106,10.60%,20.50%,0.18,0.305,0.261,0.343,0.441,0.341,96,1.6,-33.4,21.1,18.9
2012,Red Sox,1926,6166,165,734,695,97,6.90%,19.40%,0.155,0.301,0.26,0.315,0.415,0.316,95,2.8,-36.7,15.7,18.9
2009,Blue Jays,1809,6362,209,798,766,73,8.60%,16.20%,0.174,0.29,0.266,0.333,0.44,0.337,101,10.9,20.2,-48.3,18.9
1991,Brewers,1638,6311,116,799,750,106,8.80%,12.70%,0.125,0.296,0.271,0.336,0.396,0.328,104,-5.9,25.6,-49.4,18.8
2012,White Sox,1801,6111,211,748,726,109,7.50%,19.70%,0.167,0.289,0.255,0.318,0.422,0.322,98,-6.3,-18.1,-2.2,18.8
2005,White Sox,1868,6146,200,741,713,137,7.10%,16.30%,0.163,0.286,0.262,0.322,0.425,0.324,95,3.4,-36.9,13.8,18.7
2002,Astros,2307,6252,167,749,719,71,9.40%,17.90%,0.156,0.3,0.262,0.338,0.417,0.329,94,-1.3,-46,32.4,18.7
1983,Pirates,2103,6176,121,658,612,122,8.00%,14.10%,0.119,0.293,0.264,0.325,0.383,0.316,94,-7,-49.5,29.1,18.7
1975,Mets,2052,6237,101,646,604,32,8.00%,12.90%,0.105,0.282,0.256,0.319,0.361,0.311,92,-2.6,-57.8,33.5,18.7
2008,Twins,1792,6331,111,829,791,102,8.40%,15.50%,0.129,0.316,0.279,0.34,0.408,0.328,99,16.1,8.6,-35.2,18.7
2007,Cardinals,2357,6211,141,725,690,56,8.10%,14.60%,0.132,0.303,0.274,0.337,0.405,0.326,94,-6.2,-54.7,40.6,18.6
2006,White Sox,1940,6318,236,868,839,93,7.90%,16.70%,0.184,0.305,0.28,0.342,0.464,0.346,103,-12.2,10.6,-34.1,18.6
1996,Yankees,1734,6414,162,870,830,96,9.90%,14.20%,0.148,0.315,0.288,0.36,0.436,0.348,103,-3.2,23.5,-66.6,18.6
1997,Royals,1929,6295,158,747,711,130,8.90%,16.90%,0.143,0.299,0.264,0.333,0.407,0.327,92,-2,-66,33.8,18.6
